pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,letterscoreraw,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
4301003,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-2.145025,3.205132,4,1,0,0,6,0,0,3.6,0,0,.9,1,1,0,2,2.9,-.8325589,.6573083,-.3025334,.7045032,-.2525551,.9759302,-.2632195,.4782079,0,8,0,7,0,0,4.2,0,0,1.05,2,1,1,0,3.05
4301004,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,14,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.879484,4.487181,5,1,0,0,1,1,0,.6,.3428572,0,.2357143,0,0,0,0,.2357143,-.8299994,.6662394,-.2989489,.683648,-.2475676,.9544912,-.2611309,.4721761,1,,,,,,,,,,,,,,
4301005,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,11,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.809605,5.769229,6,2,0,0,0,10,0,0,3.428571,0,.8571429,4,5,0,9,9.857142,-.8294732,.6681328,-.3166601,.7207186,-.2853492,.9775965,-.2630812,.4778762,1,,,,,,,,,,,,,,
4301007,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.194667,8.333338,9,2,0,0,0,7,0,0,2.4,0,.6,2,4,0,6,6.6,-.8273565,.6773306,-.3091892,.719361,-.2682967,.9892141,-.2622618,.4757217,0,10,0,0,7,0,0,2.4,0,.6,8,2,6,0,8.6
4301009,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.362377,10.89743,11,3,0,0,0,14,0,0,4.8,0,1.2,3,1,0,4,5.2,-.8274968,.6760969,-.3064436,.7154906,-.2594768,.9868889,-.2642011,.4803131,0,9,4,4,25,0,2.4,8.571428,0,3.742857,7,4,3,0,10.74286
4301010,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,9,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.124788,12.17949,13,3,0,0,0,32,0,0,10.97143,0,2.742857,4,3,0,7,9.742857,-.8273921,.6775741,-.3163717,.7208477,-.2734455,.987371,-.2696333,.485384,0,9,0,4,70,0,2.4,24,0,6.6,14,5,6,3,20.6
4301011,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.257558,13.46154,14,3,0,0,0,41,3,0,14.05714,7.2,5.314286,5,6,0,11,16.31429,-.8273716,.6769761,-.3362747,.6917083,-.2996771,.9588718,-.2801868,.4729867,0,9,20,10,66,4,6,22.62857,9.6,14.55714,14,7,4,3,28.55714
4301012,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.9850291,14.74359,15,3,0,0,5,29,0,3,9.942857,0,3.235714,3,3,2,8,11.23571,-.8276275,.6775906,-.3202911,.7181489,-.2791182,.9835234,-.2715072,.4850314,0,9,0,0,62,0,0,21.25714,0,5.314286,14,7,5,2,19.31429
4301013,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.8802102,16.02564,17,4,0,3,0,45,1,0,15.42857,2.4,5.207143,4,4,0,8,13.20714,-.8279467,.677195,-.3259921,.7111687,-.2791182,.9835234,-.2797075,.4740391,0,8,18,27,54,4,16.2,18.51429,9.6,15.57857,10,6,4,0,25.57857
4301014,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.8382826,17.30769,18,4,0,2,5,28,1,3,9.6,2.4,4.25,5,5,0,10,14.25,-.8281082,.6769394,-.3292602,.7058406,-.2921833,.9694507,-.2755823,.4813206,0,9,0,2,39,1,1.2,13.37143,2.4,4.242857,17,7,6,4,21.24286
4301015,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,11,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-1.08286,18.58975,19,4,0,2,2,33,2,1.2,11.31429,4.8,4.828571,3,5,1,9,13.82857,-.8274398,.6776446,-.3279179,.7081344,-.2853492,.9775965,-.2780426,.4773697,0,8,6,8,55,5,4.8,18.85714,12,10.41429,16,8,8,0,26.41429
4301017,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.803343,21.15384,22,5,0,0,3,24,0,1.8,8.228572,0,2.507143,4,2,0,6,8.507143,-.8282579,.676684,-.3133774,.7214271,-.2682967,.9892141,-.2687612,.4852183,0,9,24,37,38,7,22.2,13.02857,16.8,19.00714,14,7,4,3,33.00714
4301018,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.7823792,22.4359,23,5,0,4,0,26,0,0,8.914286,0,3.228571,3,3,0,6,9.228571,-.8283539,.6765121,-.3150985,.7212706,-.2682967,.9892141,-.2714796,.4850433,0,7,2,2,34,2,1.2,11.65714,4.8,4.914286,11,5,6,0,15.91429
4301019,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25.11506,.6692453,-.8192898,1,0,1,0,0,0,-.7474396,23.71795,24,5,0,0,2,0,0,1.2,0,0,.3,2,0,0,2,2.3,-.8285248,.676195,-.3016368,.700618,-.2525551,.9759302,-.261328,.4728446,0,12,0,0,0,0,0,0,0,0,7,4,3,0,7
4301021,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.6356327,26.28205,27,6,0,4,0,51,2,0,17.48571,4.8,6.571428,5,2,0,7,13.57143,-.8291616,.6749209,-.3271133,.7094398,-.2734455,.987371,-.2860842,.4568193,1,,,,,,,,,,,,,,
4301022,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.607681,27.5641,28,6,0,2,0,20,0,0,6.857143,0,2.214286,3,5,0,8,10.21429,-.8293421,.6745405,-.3175733,.7202324,-.2791182,.9835234,-.267699,.4847098,0,10,0,0,56,0,0,19.2,0,4.8,14,7,6,1,18.8
4301023,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.6006931,28.84616,29,6,0,2,5,58,3,3,19.88571,7.2,8.021428,4,3,2,9,17.02143,-.8293886,.6744416,-.3388527,.6856901,-.2853492,.9775965,-.2935508,.4283013,0,9,24,30,23,9,18,7.885714,21.6,17.87143,16,8,5,3,33.87143
4301024,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.50985,30.1282,31,7,0,0,0,12,0,0,4.114286,0,1.028571,1,2,0,3,4.028572,-.8300411,.673014,-.3043586,.7106431,-.2557798,.9825696,-.2636372,.4791563,1,,,,,,,,,,,,,,
4301027,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.4050311,33.97436,34,7,0,3,7,10,0,4.2,3.428571,0,2.657143,1,0,0,1,3.657143,-.8309058,.6710394,-.303738,.7087861,-.2498113,.9666997,-.2693144,.4853488,1,,,,,,,,,,,,,,
4301030,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25.11506,.6692453,-.8192898,1,0,0,1,0,0,-.321176,37.82051,38,8,0,2,1,24,4,.6,8.228572,9.6,5.107143,3,2,0,5,10.10714,-.8316836,.669205,-.3172973,.7203914,-.2636461,.9890679,-.2792634,.4749773,0,8,16,9,69,8,5.4,23.65714,19.2,16.06429,13,6,4,3,29.06429
